# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
Klhl20	Klhl20	NM_001039482.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Klhl30	Klhl30	NM_027551.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Kmo	Kmo	NM_133809.1		0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Lamc1	Lamc1	NM_010683.2		0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Lamc2	Lamc2	NM_008485.3		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Lancl1	Lancl1	NM_001190984.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Lancl1	Lancl1	NM_001190985.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Lancl1	Lancl1	NM_021295.3		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Lgr6	Lgr6	NM_001033409.3		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Lgsn	Lgsn	NM_153601.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Lhx4	Lhx4	NM_010712.2		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Lmbrd1	Lmbrd1	NM_001310483.1		0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
Lmbrd1	Lmbrd1	NM_026719.2		0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Lmod1	Lmod1	NM_053106.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Lpgat1	Lpgat1	NM_001134829.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Lpgat1	Lpgat1	NM_172266.3		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Lrrc52	Lrrc52	NM_001013382.2		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Lrrfip1	Lrrfip1	NM_001111311.1		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Lrrfip1	Lrrfip1	NM_001111312.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Lrrfip1	Lrrfip1	NM_001310732.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Lrrfip1	Lrrfip1	NM_008515.4		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Ly9	Ly9	NM_001277968.1		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ly9	Ly9	NM_008534.3		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ly9	Ly9	NR_102726.1		0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Lyg1	Lyg1	NM_027111.3		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Lypd1	Lypd1	NM_001311089.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Lypd1	Lypd1	NM_001311090.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Lypd1	Lypd1	NM_145100.4		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Lyplal1	Lyplal1	NM_146106.2		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Mael	Mael	NM_175296.4		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Map2	Map2	NM_001039934.1		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Map2	Map2	NM_001310634.1		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Map2	Map2	NM_008632.2		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Map4k4	Map4k4	NM_001252200.1		0	1	1	3	0	0	0	1	0	0	3	0	0	0	0	0	0	0	1	0
Map4k4	Map4k4	NM_001252201.1		0	1	1	3	0	0	0	1	0	0	3	0	0	0	0	0	0	0	1	0
Map4k4	Map4k4	NM_001252202.1		0	1	1	3	0	0	0	1	0	0	3	0	0	0	0	0	0	0	1	0
Map4k4	Map4k4	NM_008696.2		0	1	1	3	0	0	0	1	0	0	3	0	0	0	0	0	0	0	1	0
Marc1	Marc1	NM_001290273.1		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
March4	March4	NM_001045533.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Marco	Marco	NM_010766.2		0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Mark1	Mark1	NM_145515.2		0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
Mcm6	Mcm6	NM_001313695.1		0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Mcm6	Mcm6	NM_008567.2		0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Mcmdc2	Mcmdc2	NM_177722.3		0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
Mdh1b	Mdh1b	NM_029696.4		0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Mdm4	Mdm4	NM_001302801.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Mdm4	Mdm4	NM_001302802.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Mdm4	Mdm4	NM_001302803.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Mdm4	Mdm4	NM_001302804.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Mdm4	Mdm4	NM_008575.4		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Mdm4	Mdm4	NR_126506.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Mettl18	Mettl18	NM_027279.2		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Mfsd7b	Mfsd7b	NM_001081259.1		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Mfsd7b	Mfsd7b	NM_001313747.1		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Mfsd9	Mfsd9	NM_172499.2		0	0	1	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
Mgat5	Mgat5	NM_145128.3		0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0
Mir181a-1	Mir181a-1	NR_029795.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Mir181b-1	Mir181b-1	NR_029820.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Mir297c	Mir297c	NR_030555.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Mir29b-2	Mir29b-2	NR_029809.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Mir29c	Mir29c	NR_029745.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Mir3473f	Mir3473f	NR_106164.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Mir467e	Mir467e	NR_030645.1		0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Mir488	Mir488	NR_030441.1		0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Mir6345	Mir6345	NR_105763.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Mir664	Mir664	NR_035529.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Mir6896	Mir6896	NR_105861.1		0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Mir6897	Mir6897	NR_105862.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Mnda	Mnda	NM_001033450.4		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Mnda	Mnda	NM_001301745.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Mndal	Mndal	NM_001170853.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Mpp4	Mpp4	NM_001164682.1		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Mpp4	Mpp4	NM_145143.3		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Mpz	Mpz	NM_001315499.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Mpz	Mpz	NM_001315500.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Mpz	Mpz	NM_008623.5		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Mr1	Mr1	NM_008209.4		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Mroh2a	Mroh2a	NM_001281466.1		1	5	4	34	2	0	0	0	9	0	18	4	0	0	0	1	1	0	4	6
Mroh9	Mroh9	NM_030071.1		0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Mrps14	Mrps14	NM_025474.3		0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Mybl1	Mybl1	NM_001290397.1		0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Mybl1	Mybl1	NM_008651.3		0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Mybph	Mybph	NM_016749.2		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Myo1b	Myo1b	NM_001161817.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Myo1b	Myo1b	NM_001290982.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Myo1b	Myo1b	NM_010863.4		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Myoc	Myoc	NM_010865.3		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Myog	Myog	NM_031189.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Nab1	Nab1	NM_008667.3		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Nbeal1	Nbeal1	NM_173444.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Ncf2	Ncf2	NM_010877.5		0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Nckap5	Nckap5	NM_001081756.1		0	1	4	4	0	0	0	0	0	0	4	4	0	0	0	0	0	0	1	0
Nckap5	Nckap5	NM_172484.3		0	1	4	2	0	0	0	0	0	0	2	4	0	0	0	0	0	0	1	0
Nckap5	Nckap5	NM_176957.3		0	0	0	9	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Ndufs1	Ndufs1	NM_001160038.1		0	0	2	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
Ndufs1	Ndufs1	NM_001160039.1		0	0	2	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
Ndufs1	Ndufs1	NM_001160040.1		0	0	2	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
Ndufs1	Ndufs1	NM_145518.2		0	0	2	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
Ndufs2	Ndufs2	NM_153064.5		0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0
Nek7	Nek7	NM_001311148.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Nek7	Nek7	NM_021605.4		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Neu4	Neu4	NM_001310769.1		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Neu4	Neu4	NM_173772.3		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Nfasc	Nfasc	NM_001160316.1		0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Nfasc	Nfasc	NM_001160317.1		0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Nfasc	Nfasc	NM_001160318.1		0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Nfasc	Nfasc	NM_182716.4		0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Ngef	Ngef	NM_001111314.1		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Ngef	Ngef	NM_019867.2		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Nit1	Nit1	NM_001242580.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Nit1	Nit1	NM_012049.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Nme7	Nme7	NM_001293313.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Nme7	Nme7	NM_138314.4		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Nme7	Nme7	NM_178071.6		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Nmnat2	Nmnat2	NM_175460.3		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Nms	Nms	NM_001011684.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Nms	Nms	NM_001311788.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Nop58	Nop58	NM_018868.2		0	0	1	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
Nos1ap	Nos1ap	NM_001109985.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Npas2	Npas2	NM_008719.2		0	3	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	3	0
Npl	Npl	NM_028749.1		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Nr5a2	Nr5a2	NM_030676.3		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Nrp2	Nrp2	NM_001077403.1		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Nrp2	Nrp2	NM_001077404.1		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Nrp2	Nrp2	NM_001077405.1		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Nrp2	Nrp2	NM_001077406.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Nrp2	Nrp2	NM_001077407.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Nrp2	Nrp2	NM_010939.2		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Nsl1	Nsl1	NM_198654.3		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Nuf2	Nuf2	NM_023284.3		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Nvl	Nvl	NM_026171.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Obsl1	Obsl1	NM_001310679.1		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Obsl1	Obsl1	NM_178884.5		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Olfml2b	Olfml2b	NM_177068.4		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Olfr12	Olfr12	NM_206896.2		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Olfr1410	Olfr1410	NM_146491.1		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Olfr1411	Olfr1411	NM_146490.1		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Olfr1413	Olfr1413	NM_147037.2		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Olfr1415	Olfr1415	NM_001011525.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Olfr218	Olfr218	NM_001001809.2		0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
Olfr248	Olfr248	NM_146714.2		1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
Olfr414	Olfr414	NM_146761.2		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Olfr424	Olfr424	NM_146721.2		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Ormdl1	Ormdl1	NM_145517.4		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Osgepl1	Osgepl1	NM_001285839.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Osgepl1	Osgepl1	NR_104360.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Osgepl1	Osgepl1	NR_104361.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Pam	Pam	NM_013626.3		0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
Panct2	Panct2	NR_131964.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Pantr1	Pantr1	NR_027826.1		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Pappa2	Pappa2	NM_001085376.2		1	1	1	2	0	0	0	0	0	1	2	1	0	0	0	1	0	0	1	0
Paqr8	Paqr8	NM_028829.3		0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pard3b	Pard3b	NM_001081050.2		0	1	1	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0
Pbx1	Pbx1	NM_001291508.1		1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
Pbx1	Pbx1	NM_001291509.1		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Pbx1	Pbx1	NM_008783.3		1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
Pbx1	Pbx1	NM_183355.3		1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
Pcmtd1	Pcmtd1	NM_183028.3		0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
Pcp4l1	Pcp4l1	NM_025557.1		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Pdc	Pdc	NM_001159730.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Pdc	Pdc	NM_024458.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Pdcd1	Pdcd1	NM_008798.2		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Pdcl3	Pdcl3	NM_026850.4		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Per2	Per2	NM_011066.3		0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0
Pfdn2	Pfdn2	NM_011070.3		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Pfkfb2	Pfkfb2	NM_001162415.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Pfkfb2	Pfkfb2	NM_001162416.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Pfkfb2	Pfkfb2	NM_008825.4		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Pfkfb2	Pfkfb2	NR_027859.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Pgap1	Pgap1	NM_001163314.2		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Phf3	Phf3	NM_001081080.1		0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Phlpp1	Phlpp1	NM_133821.3		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Pigc	Pigc	NM_001039045.1		1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Pigc	Pigc	NM_026078.2		1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Pign	Pign	NM_013784.3		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Pih1d3	Pih1d3	NM_029062.2		0	0	3	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1
Pik3c2b	Pik3c2b	NM_001099276.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Pikfyve	Pikfyve	NM_001310624.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Pikfyve	Pikfyve	NM_011086.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Pkhd1	Pkhd1	NM_153179.3		1	1	3	9	0	0	0	0	0	0	10	3	0	0	0	2	1	0	0	0
Pla2g4a	Pla2g4a	NM_001305632.1		0	1	1	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0
Pla2g4a	Pla2g4a	NM_008869.4		0	1	1	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0
Pld5	Pld5	NM_001195816.1		1	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Pld5	Pld5	NM_176916.4		1	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Plekha6	Plekha6	NM_001160268.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Plekha6	Plekha6	NM_182930.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Plekhb2	Plekhb2	NM_145516.2		0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Plekhb2	Plekhb2	NM_175421.1		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Plekhm3	Plekhm3	NM_001039493.1		0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Plxna2	Plxna2	NM_008882.2		0	0	1	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
Pms1	Pms1	NM_153556.2		0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Pnkd	Pnkd	NM_001039509.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Pnkd	Pnkd	NM_025580.2		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Pou2f1	Pou2f1	NM_011137.3		0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
Pou2f1	Pou2f1	NM_198932.3		0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
Pou2f1	Pou2f1	NM_198933.3		0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
Pou2f1	Pou2f1	NM_198934.3		0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
Pou3f3	Pou3f3	NM_008900.2		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ppfia4	Ppfia4	NM_001144855.1		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Ppil3	Ppil3	NM_001285826.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Ppil3	Ppil3	NM_001285827.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Ppil3	Ppil3	NM_027351.3		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Ppil3	Ppil3	NM_027374.3		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Ppip5k2	Ppip5k2	NM_173760.5		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Ppp1r42	Ppp1r42	NM_145692.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Ppp1r42	Ppp1r42	NR_110971.1		0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
Ppp1r7	Ppp1r7	NM_023200.2		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Prdm14	Prdm14	NM_001081209.2		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Prex2	Prex2	NM_001033636.4		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Prex2	Prex2	NM_029525.1		0	1	1	7	0	0	0	1	0	0	7	0	0	0	0	0	0	0	1	0
Prg4	Prg4	NM_001110146.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Prg4	Prg4	NM_021400.3		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Prrc2c	Prrc2c	NM_001081290.1		0	0	4	2	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0
Prrx1	Prrx1	NM_001025570.1		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Prrx1	Prrx1	NM_011127.2		0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0
Prrx1	Prrx1	NM_175686.3		0	1	0	2	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
Prss39	Prss39	NM_009355.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Psen2	Psen2	NM_001128605.1		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Psen2	Psen2	NM_011183.3		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Psmd1	Psmd1	NM_027357.2		0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Pth2r	Pth2r	NM_139270.2		0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Ptpn4	Ptpn4	NM_019933.2		0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Ptpn7	Ptpn7	NM_177081.3		0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
Ptprv	Ptprv	NM_007955.3		0	0	1	3	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1
Pydc3	Pydc3	NM_001162938.1		0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
